ST_CASE,StateName,CountyName,CityName,Latitude,Longitude
10001,Alabama,PICKENS (107),NOT APPLICABLE,33.49096667,-88.27408333
10002,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.087125,-86.06415278
10003,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.42833056,-86.35199444
10004,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.21690278,-86.40016944
10005,Alabama,JEFFERSON (73),NOT APPLICABLE,33.54028056,-86.68738889
10006,Alabama,MONTGOMERY (101),MONTGOMERY,32.35168889,-86.31268611
10007,Alabama,GREENE (63),NOT APPLICABLE,33.05224444,-87.96188333
10008,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.04035,-86.04733056
10009,Alabama,JACKSON (71),NOT APPLICABLE,34.61266389,-86.24144444
10010,Alabama,WILCOX (131),NOT APPLICABLE,31.97055556,-87.66008889
10011,Alabama,ST. CLAIR (115),RAGLAND,33.74586944,-86.15119167
10012,Alabama,TUSCALOOSA (125),NORTHPORT,33.23704167,-87.60533056
10013,Alabama,ST. CLAIR (115),PELL CITY,33.59309722,-86.263825
10014,Alabama,MOBILE (97),NOT APPLICABLE,30.94694722,-88.22001667
10015,Alabama,MONROE (99),NOT APPLICABLE,31.48611389,-87.28593333
10016,Alabama,WASHINGTON (129),NOT APPLICABLE,31.456775,-87.95959167
10017,Alabama,LOWNDES (85),NOT APPLICABLE,32.13576389,-86.44289722
10018,Alabama,LIMESTONE (83),Other,34.63883056,-86.84959722
10019,Alabama,MOBILE (97),NOT APPLICABLE,30.46496944,-88.11686667
10020,Alabama,ELMORE (51),NOT APPLICABLE,32.57847778,-86.12194722
10021,Alabama,MOBILE (97),NOT APPLICABLE,31.09250833,-88.39952222
10022,Alabama,SHELBY (117),MONTEVALLO,33.11705833,-86.86126389
10023,Alabama,DALE (45),DALEVILLE,31.30541111,-85.73678333
10024,Alabama,JEFFERSON (73),NOT APPLICABLE,33.64117778,-86.72513056
10025,Alabama,JEFFERSON (73),BIRMINGHAM,33.59028333,-86.74036667
10026,Alabama,JEFFERSON (73),NOT APPLICABLE,33.665125,-87.04926389
10027,Alabama,JACKSON (71),STEVENSON,34.86851389,-85.83848333
10028,Alabama,MONTGOMERY (101),MONTGOMERY,32.38228056,-86.18490278
10029,Alabama,MADISON (89),HUNTSVILLE,34.66798056,-86.75209444
10030,Alabama,DEKALB (49),IDER,34.702825,-85.67199444
10031,Alabama,CULLMAN (43),NOT APPLICABLE,34.01850833,-86.96304444
10032,Alabama,BALDWIN (3),LOXLEY,30.61838611,-87.72523889
10033,Alabama,CALHOUN (15),NOT APPLICABLE,33.83731111,-85.67126944
10034,Alabama,JEFFERSON (73),BIRMINGHAM,33.58305833,-86.71823889
10035,Alabama,MORGAN (103),NOT APPLICABLE,34.41721944,-87.02085556
10036,Alabama,MOBILE (97),MOBILE,30.66251389,-88.09349722
10037,Alabama,CALHOUN (15),OHATCHEE,33.78313889,-86.01071667
10038,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.56593056,-86.52177222
10039,Alabama,MORGAN (103),HARTSELLE,34.44036389,-86.96513333
10040,Alabama,BUTLER (13),NOT APPLICABLE,31.57203333,-86.85188889
10041,Alabama,JEFFERSON (73),HOMEWOOD,33.45934722,-86.83968056
10042,Alabama,ESCAMBIA (53),NOT APPLICABLE,31.02589722,-87.32541667
10043,Alabama,DALLAS (47),NOT APPLICABLE,32.44075833,-87.21537222
10044,Alabama,MOBILE (97),NOT APPLICABLE,30.55628056,-88.18583056
10045,Alabama,MORGAN (103),DECATUR,34.50578611,-86.98438611
10046,Alabama,COVINGTON (39),NOT APPLICABLE,31.47968611,-86.34786944
10047,Alabama,COFFEE (31),ENTERPRISE,31.32804722,-85.88695
10048,Alabama,LAWRENCE (79),NOT APPLICABLE,34.53784167,-87.15909722
10049,Alabama,CALHOUN (15),ANNISTON,33.69978333,-85.80864722
10050,Alabama,JEFFERSON (73),NOT APPLICABLE,33.55848611,-87.13152222
10051,Alabama,LEE (81),AUBURN,32.5845,-85.43233889
10052,Alabama,JEFFERSON (73),BIRMINGHAM,33.61327778,-86.70787778
10053,Alabama,JEFFERSON (73),NOT APPLICABLE,33.569425,-86.82058056
10054,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.57163611,-86.49462222
10055,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.04456944,-87.38367222
10056,Alabama,JEFFERSON (73),NOT APPLICABLE,33.496875,-86.90813611
10057,Alabama,DEKALB (49),NOT APPLICABLE,34.33220556,-86.02265
10058,Alabama,MADISON (89),HUNTSVILLE,34.58376111,-86.55563056
10059,Alabama,JEFFERSON (73),BIRMINGHAM,33.47926389,-86.901675
10060,Alabama,MADISON (89),NOT APPLICABLE,34.84658611,-86.57143611
10061,Alabama,CRENSHAW (41),NOT APPLICABLE,31.73043333,-86.186075
10062,Alabama,MOBILE (97),NOT APPLICABLE,30.43118889,-88.159925
10063,Alabama,COLBERT (33),NOT APPLICABLE,34.629125,-87.69761111
10064,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.08685833,-87.67861111
10065,Alabama,RANDOLPH (111),NOT APPLICABLE,33.43500833,-85.55818333
10066,Alabama,TUSCALOOSA (125),TUSCALOOSA,33.21195,-87.55968889
10067,Alabama,BLOUNT (9),NOT APPLICABLE,33.97541944,-86.49626111
10068,Alabama,RUSSELL (113),NOT APPLICABLE,32.14725278,-85.06246111
10069,Alabama,CHEROKEE (19),LEESBURG,34.17228611,-85.78459444
10070,Alabama,ETOWAH (55),GADSDEN,34.01848056,-86.06209167
10071,Alabama,JEFFERSON (73),NOT APPLICABLE,33.46196667,-86.94317222
10072,Alabama,COVINGTON (39),NOT APPLICABLE,31.40540833,-86.59879167
10073,Alabama,MADISON (89),NOT APPLICABLE,34.76810556,-86.44021111
10074,Alabama,MADISON (89),TRIANA,34.59643889,-86.7544
10075,Alabama,WALKER (127),SUMITON,33.73998889,-87.04042222
10076,Alabama,HOUSTON (69),DOTHAN,31.16331389,-85.402075
10077,Alabama,MONTGOMERY (101),MONTGOMERY,32.32766389,-86.33686944
10078,Alabama,CHILTON (21),NOT APPLICABLE,32.73781111,-86.89875278
10079,Alabama,MADISON (89),HUNTSVILLE,34.56522778,-86.54702222
10080,Alabama,CULLMAN (43),NOT APPLICABLE,34.28983889,-86.89776111
10081,Alabama,LEE (81),AUBURN,32.56503056,-85.49421111
10082,Alabama,LOWNDES (85),NOT APPLICABLE,32.19472778,-86.41760278
10083,Alabama,HOUSTON (69),NOT APPLICABLE,31.30443056,-85.35571667
10084,Alabama,ETOWAH (55),NOT APPLICABLE,34.07614444,-86.12198611
10085,Alabama,LIMESTONE (83),NOT APPLICABLE,34.89972222,-86.81962222
10086,Alabama,LIMESTONE (83),Other,34.64304444,-86.83889444
10087,Alabama,MORGAN (103),PRICEVILLE,34.49550833,-86.84614444
10088,Alabama,MORGAN (103),DECATUR,34.56833056,-86.91113333
10089,Alabama,LAWRENCE (79),NOT APPLICABLE,34.64899167,-87.16828611
10090,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.12255278,-87.65813056
10091,Alabama,MOBILE (97),NOT APPLICABLE,30.49632222,-88.21703611
10092,Alabama,LEE (81),NOT APPLICABLE,32.43865278,-85.37714444
10093,Alabama,LAUDERDALE (77),NOT APPLICABLE,34.90004444,-87.53178056
10094,Alabama,JEFFERSON (73),BIRMINGHAM,33.60484722,-86.70023333
10095,Alabama,DALLAS (47),NOT APPLICABLE,32.40913056,-87.08306944
10096,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.56252222,-86.54143056
10097,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.39820833,-86.107825
10098,Alabama,ELMORE (51),TALLASSEE,32.58481111,-85.93976389
10099,Alabama,PICKENS (107),NOT APPLICABLE,33.2217,-88.09652778
10100,Alabama,DEKALB (49),NOT APPLICABLE,34.27925833,-85.87705833
10101,Alabama,CALHOUN (15),NOT APPLICABLE,33.78220278,-85.89652222
10102,Alabama,MOBILE (97),SARALAND,30.89233056,-88.12446111
10103,Alabama,ETOWAH (55),RAINBOW CITY,33.94503056,-86.02791111
10104,Alabama,BALDWIN (3),NOT APPLICABLE,30.63296389,-87.78659444
10105,Alabama,HOUSTON (69),DOTHAN,31.272075,-85.43224167
10106,Alabama,CALHOUN (15),OXFORD,33.61908056,-85.92467778
10107,Alabama,LAUDERDALE (77),NOT APPLICABLE,34.88615556,-87.61361389
10108,Alabama,DEKALB (49),NOT APPLICABLE,34.3388,-86.08115
10109,Alabama,CULLMAN (43),NOT APPLICABLE,34.06514722,-86.92141667
10110,Alabama,LOWNDES (85),NOT APPLICABLE,32.0065,-86.52220278
10111,Alabama,MORGAN (103),NOT APPLICABLE,34.50842222,-86.89895
10112,Alabama,COOSA (37),NOT APPLICABLE,32.98411667,-86.06569167
10113,Alabama,ELMORE (51),NOT APPLICABLE,32.53178333,-86.32548889
10114,Alabama,CULLMAN (43),NOT APPLICABLE,34.1712,-86.687375
10115,Alabama,BALDWIN (3),NOT APPLICABLE,30.46563889,-87.50991389
10116,Alabama,JEFFERSON (73),BIRMINGHAM,33.51233611,-86.81026111
10117,Alabama,FRANKLIN (59),NOT APPLICABLE,34.47198889,-87.69764722
10118,Alabama,LAMAR (75),BEAVERTON,33.93662778,-88.00568333
10119,Alabama,DALE (45),NOT APPLICABLE,31.292425,-85.48956944
10120,Alabama,LIMESTONE (83),NOT APPLICABLE,34.90630833,-86.90676944
10121,Alabama,COFFEE (31),NOT APPLICABLE,31.35221389,-86.12748611
10122,Alabama,MONTGOMERY (101),MONTGOMERY,32.399975,-86.28194167
10123,Alabama,MADISON (89),HUNTSVILLE,34.72006389,-86.60007222
10124,Alabama,CALHOUN (15),OHATCHEE,33.79625556,-86.00821111
10125,Alabama,MARSHALL (95),NOT APPLICABLE,34.22226389,-86.28893611
10126,Alabama,CULLMAN (43),NOT APPLICABLE,33.98395833,-86.89909167
10127,Alabama,TUSCALOOSA (125),NORTHPORT,33.23767778,-87.63383611
10128,Alabama,JACKSON (71),SCOTTSBORO,34.6565,-86.021325
10129,Alabama,TALLAPOOSA (123),CAMP HILL,32.76313333,-85.62614167
10130,Alabama,JEFFERSON (73),LEEDS,33.54556389,-86.59316389
10131,Alabama,DEKALB (49),RAINSVILLE,34.46688889,-85.78533889
10132,Alabama,TUSCALOOSA (125),TUSCALOOSA,33.16611667,-87.54011389
10133,Alabama,TALLADEGA (121),NOT APPLICABLE,33.31866111,-86.19630833
10134,Alabama,LAWRENCE (79),NOT APPLICABLE,34.58912222,-87.42414444
10135,Alabama,MONTGOMERY (101),MONTGOMERY,32.35619167,-86.39014167
10136,Alabama,RUSSELL (113),PHENIX CITY,32.45285,-84.99863889
10137,Alabama,CLARKE (25),NOT APPLICABLE,31.66864444,-88.03419167
10138,Alabama,COLBERT (33),NOT APPLICABLE,34.68556389,-87.60093611
10139,Alabama,MOBILE (97),MOBILE,30.71036944,-88.12134722
10140,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.36776111,-86.06795833
10141,Alabama,CLARKE (25),NOT APPLICABLE,31.81569444,-87.53431944
10142,Alabama,BLOUNT (9),NOT APPLICABLE,34.00723333,-86.44706111
10143,Alabama,LOWNDES (85),NOT APPLICABLE,32.13953889,-86.44113889
10144,Alabama,MOBILE (97),NOT APPLICABLE,30.7087,-88.276225
10145,Alabama,MADISON (89),NOT APPLICABLE,34.97529722,-86.56916944
10146,Alabama,MARSHALL (95),NOT APPLICABLE,34.49117222,-86.38454444
10147,Alabama,MOBILE (97),MOBILE,30.69247778,-88.09287778
10148,Alabama,PERRY (105),MARION,32.63299722,-87.31654167
10149,Alabama,CULLMAN (43),NOT APPLICABLE,34.17314444,-86.70053333
10150,Alabama,ELMORE (51),NOT APPLICABLE,32.61045833,-86.07268889
10151,Alabama,BALDWIN (3),GULF SHORES,30.2694,-87.68303889
10152,Alabama,MOBILE (97),NOT APPLICABLE,30.55073889,-88.21512778
10153,Alabama,GENEVA (61),NOT APPLICABLE,31.11303611,-86.11105833
10154,Alabama,LIMESTONE (83),NOT APPLICABLE,34.86120833,-86.875725
10155,Alabama,CHILTON (21),NOT APPLICABLE,32.78284722,-86.77712222
10156,Alabama,MOBILE (97),MOBILE,30.68181111,-88.19861389
10157,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.10409722,-86.06563056
10158,Alabama,DEKALB (49),HENAGAR,34.66320833,-85.69665
10159,Alabama,MOBILE (97),NOT APPLICABLE,30.87173333,-88.29831667
10160,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.61950833,-86.25294167
10161,Alabama,ESCAMBIA (53),NOT APPLICABLE,31.03704722,-87.40554444
10162,Alabama,LIMESTONE (83),ATHENS,34.77399444,-86.97470833
10163,Alabama,MOBILE (97),NOT APPLICABLE,31.00977778,-88.15318056
10164,Alabama,MONTGOMERY (101),MONTGOMERY,32.4158,-86.23449722
10165,Alabama,JEFFERSON (73),NOT APPLICABLE,33.53839444,-86.98628889
10166,Alabama,CHOCTAW (23),NOT APPLICABLE,32.23840556,-88.23789444
10167,Alabama,PIKE (109),NOT APPLICABLE,31.89932222,-86.01071667
10168,Alabama,DALE (45),NOT APPLICABLE,31.43419167,-85.49020278
10169,Alabama,CLEBURNE (29),NOT APPLICABLE,33.64154444,-85.51521944
10170,Alabama,COFFEE (31),ENTERPRISE,31.29150833,-85.84856111
10171,Alabama,MONTGOMERY (101),MONTGOMERY,32.36333333,-86.21425
10172,Alabama,RUSSELL (113),NOT APPLICABLE,32.43627778,-85.06135278
10173,Alabama,MARSHALL (95),GUNTERSVILLE,34.34028611,-86.31011389
10174,Alabama,MORGAN (103),NOT APPLICABLE,34.53621944,-86.90584722
10175,Alabama,LAWRENCE (79),NOT APPLICABLE,34.34535833,-87.33961111
10176,Alabama,BLOUNT (9),NOT APPLICABLE,33.87899722,-86.87383889
10177,Alabama,LAMAR (75),NOT APPLICABLE,33.80549722,-88.11680556
10178,Alabama,CONECUH (35),NOT APPLICABLE,31.42985833,-87.109075
10179,Alabama,CHEROKEE (19),NOT APPLICABLE,33.97954167,-85.50074444
10180,Alabama,CHAMBERS (17),LANETT,32.85245833,-85.19954167
10181,Alabama,MARSHALL (95),BOAZ,34.19550278,-86.14929722
10182,Alabama,JEFFERSON (73),BIRMINGHAM,33.50044722,-86.86685
10183,Alabama,MACON (87),TUSKEGEE,32.42094444,-85.69506667
10184,Alabama,MONTGOMERY (101),MONTGOMERY,32.42174444,-86.2355
10185,Alabama,JEFFERSON (73),HOOVER,33.39145,-86.79006667
10186,Alabama,ELMORE (51),Other,32.45678611,-86.40383056
10187,Alabama,DEKALB (49),NOT APPLICABLE,34.33244444,-86.05228611
10188,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.13967778,-87.5438
10189,Alabama,GREENE (63),NOT APPLICABLE,32.9991,-87.77235556
10190,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.17566389,-87.48846389
10191,Alabama,AUTAUGA (1),NOT APPLICABLE,32.4306,-86.52327222
10192,Alabama,WILCOX (131),NOT APPLICABLE,32.16828611,-87.49320278
10193,Alabama,MOBILE (97),MOBILE,30.67598056,-88.15973889
10194,Alabama,CALHOUN (15),PIEDMONT,33.928025,-85.62415
10195,Alabama,JEFFERSON (73),NOT APPLICABLE,33.54531944,-86.65185556
10196,Alabama,HALE (65),NOT APPLICABLE,32.509175,-87.59683889
10197,Alabama,MARSHALL (95),NOT APPLICABLE,34.19838056,-86.22660833
10198,Alabama,BUTLER (13),NOT APPLICABLE,31.92768333,-86.53899722
10199,Alabama,MONTGOMERY (101),MONTGOMERY,32.36778333,-86.13913611
10200,Alabama,CLARKE (25),JACKSON,31.51485278,-87.86962222
10201,Alabama,DEKALB (49),NOT APPLICABLE,34.75064167,-85.63794722
10202,Alabama,MADISON (89),NOT APPLICABLE,34.95076389,-86.57174722
10203,Alabama,JACKSON (71),NOT APPLICABLE,34.64485278,-86.27118333
10204,Alabama,TALLAPOOSA (123),NOT APPLICABLE,32.60375556,-85.80516111
10205,Alabama,BLOUNT (9),NOT APPLICABLE,33.81638611,-86.59953611
10206,Alabama,MADISON (89),HUNTSVILLE,34.829425,-86.59578333
10207,Alabama,MARSHALL (95),NOT APPLICABLE,34.15788611,-86.35602222
10208,Alabama,LIMESTONE (83),ATHENS,34.7651,-86.87576389
10209,Alabama,BALDWIN (3),GULF SHORES,30.25185833,-87.75602222
10210,Alabama,CULLMAN (43),NOT APPLICABLE,33.93090833,-86.89782222
10211,Alabama,LIMESTONE (83),NOT APPLICABLE,34.75908889,-86.83296667
10212,Alabama,TALLADEGA (121),NOT APPLICABLE,33.14618056,-86.33589444
10213,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.26788333,-87.10905278
10214,Alabama,MONTGOMERY (101),MONTGOMERY,32.42221111,-86.24608611
10215,Alabama,HOUSTON (69),DOTHAN,31.25246667,-85.416875
10216,Alabama,MOBILE (97),MOBILE,30.66090556,-88.09615556
10217,Alabama,MOBILE (97),MOBILE,30.69067222,-88.12598611
10218,Alabama,TALLADEGA (121),NOT APPLICABLE,33.43611944,-86.19321389
10219,Alabama,MARSHALL (95),ALBERTVILLE,34.24198889,-86.17122778
10220,Alabama,BULLOCK (11),UNION SPRINGS,32.15262222,-85.71350278
10221,Alabama,CLEBURNE (29),HEFLIN,33.61074444,-85.598125
10222,Alabama,JEFFERSON (73),BIRMINGHAM,33.63309722,-86.62310278
10223,Alabama,MOBILE (97),NOT APPLICABLE,30.50710556,-88.36861389
10224,Alabama,LAUDERDALE (77),NOT APPLICABLE,34.93451667,-87.50166389
10225,Alabama,LIMESTONE (83),NOT APPLICABLE,34.83564444,-86.93680833
10226,Alabama,FAYETTE (57),NOT APPLICABLE,33.76878611,-87.89378333
10227,Alabama,MOBILE (97),PRICHARD,30.75175,-88.11614722
10228,Alabama,PICKENS (107),NOT APPLICABLE,33.405025,-88.09441944
10229,Alabama,MOBILE (97),NOT APPLICABLE,31.02618056,-88.23173611
10230,Alabama,ETOWAH (55),HOKES BLUFF,33.98266944,-85.81205
10231,Alabama,LEE (81),NOT APPLICABLE,32.69233056,-85.50813333
10232,Alabama,CALHOUN (15),NOT APPLICABLE,33.69021389,-85.86706667
10233,Alabama,DALLAS (47),NOT APPLICABLE,32.12212778,-87.09257222
10234,Alabama,WASHINGTON (129),NOT APPLICABLE,31.56375556,-88.41468333
10235,Alabama,MOBILE (97),NOT APPLICABLE,30.75243333,-88.31011667
10236,Alabama,ETOWAH (55),NOT APPLICABLE,34.06698056,-86.01178889
10237,Alabama,MADISON (89),HUNTSVILLE,34.76676944,-86.55436667
10238,Alabama,BUTLER (13),NOT APPLICABLE,31.92795,-86.53883333
10239,Alabama,AUTAUGA (1),NOT APPLICABLE,32.45001111,-86.72546389
10240,Alabama,MARSHALL (95),NOT APPLICABLE,34.23095278,-86.40348056
10241,Alabama,JEFFERSON (73),BIRMINGHAM,33.60593056,-86.74137778
10242,Alabama,TALLADEGA (121),NOT APPLICABLE,33.48965278,-86.01405278
10243,Alabama,LIMESTONE (83),ATHENS,34.74638889,-86.98375833
10244,Alabama,MOBILE (97),MOBILE,30.68258333,-88.12717778
10245,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.33021667,-87.592575
10246,Alabama,ELMORE (51),NOT APPLICABLE,32.66493333,-86.25184444
10247,Alabama,WALKER (127),NOT APPLICABLE,33.956175,-87.19469444
10248,Alabama,MOBILE (97),NOT APPLICABLE,30.47263056,-88.23389444
10249,Alabama,CONECUH (35),NOT APPLICABLE,31.50578611,-86.99965556
10250,Alabama,DALLAS (47),NOT APPLICABLE,32.31808889,-86.895125
10251,Alabama,WALKER (127),NOT APPLICABLE,33.87284722,-87.16316389
10252,Alabama,ETOWAH (55),HOKES BLUFF,34.00035278,-85.83582778
10253,Alabama,JACKSON (71),NOT APPLICABLE,34.6255,-85.84439722
10254,Alabama,COFFEE (31),NOT APPLICABLE,31.52128611,-85.95922778
10255,Alabama,MONTGOMERY (101),MONTGOMERY,32.36833889,-86.07109167
10256,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.60226667,-86.30760556
10257,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.59885278,-86.337725
10258,Alabama,DEKALB (49),GERALDINE,34.35651111,-86.01449722
10259,Alabama,RANDOLPH (111),ROANOKE,33.17320833,-85.38208889
10260,Alabama,WALKER (127),NOT APPLICABLE,33.90985556,-87.5007
10261,Alabama,COVINGTON (39),NOT APPLICABLE,31.33737222,-86.19999167
10262,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.04515,-86.03719444
10263,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.29096944,-86.46905556
10264,Alabama,MADISON (89),HUNTSVILLE,34.765725,-86.57251389
10265,Alabama,LOWNDES (85),NOT APPLICABLE,32.05089444,-86.80752222
10266,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.26769167,-87.08145278
10267,Alabama,RANDOLPH (111),NOT APPLICABLE,33.19617778,-85.26355556
10268,Alabama,LIMESTONE (83),NOT APPLICABLE,34.93030556,-87.12146111
10269,Alabama,SHELBY (117),NOT APPLICABLE,33.30359167,-86.90459167
10270,Alabama,CLAY (27),NOT APPLICABLE,33.23074167,-85.76181944
10271,Alabama,MARION (93),NOT APPLICABLE,34.03094722,-87.86646111
10272,Alabama,LIMESTONE (83),ATHENS,34.79034722,-86.98490278
10273,Alabama,COOSA (37),NOT APPLICABLE,32.96676111,-86.00906667
10274,Alabama,JACKSON (71),NOT APPLICABLE,34.67301944,-85.84769722
10275,Alabama,DALE (45),MIDLAND CITY,31.31753611,-85.49153056
10276,Alabama,TUSCALOOSA (125),NORTHPORT,33.23699722,-87.56096667
10277,Alabama,HOUSTON (69),DOTHAN,31.19477222,-85.39961667
10278,Alabama,COLBERT (33),NOT APPLICABLE,34.65659444,-87.885325
10279,Alabama,LAWRENCE (79),NOT APPLICABLE,34.50291389,-87.20044722
10280,Alabama,MONTGOMERY (101),MONTGOMERY,32.38014167,-86.29984444
10282,Alabama,COFFEE (31),NOT APPLICABLE,31.49305556,-85.91019722
10283,Alabama,MONTGOMERY (101),NOT APPLICABLE,32.36238889,-86.10202222
10284,Alabama,HENRY (67),NOT APPLICABLE,31.32938333,-85.12580278
10285,Alabama,ESCAMBIA (53),FLOMATON,31.00570278,-87.30746667
10286,Alabama,COVINGTON (39),NOT APPLICABLE,31.34283611,-86.33076667
10287,Alabama,SUMTER (119),LIVINGSTON,32.81112222,-88.24420833
10288,Alabama,LIMESTONE (83),NOT APPLICABLE,34.74702222,-87.00159722
10289,Alabama,MADISON (89),HUNTSVILLE,34.71170556,-86.53911111
10290,Alabama,LIMESTONE (83),NOT APPLICABLE,34.79159722,-87.05423056
10291,Alabama,MARSHALL (95),GUNTERSVILLE,34.36343333,-86.35293611
10292,Alabama,PIKE (109),NOT APPLICABLE,31.809675,-86.02081389
10293,Alabama,COFFEE (31),NOT APPLICABLE,31.27925556,-86.15740278
10294,Alabama,JEFFERSON (73),NOT APPLICABLE,33.73966111,-86.98927778
10295,Alabama,CULLMAN (43),NOT APPLICABLE,34.07990278,-86.73987778
10296,Alabama,TALLAPOOSA (123),NOT APPLICABLE,33.00659444,-85.81750278
10297,Alabama,CHOCTAW (23),NOT APPLICABLE,31.77981667,-88.24015556
10298,Alabama,MORGAN (103),NOT APPLICABLE,34.37919167,-87.09306667
10299,Alabama,WINSTON (133),NOT APPLICABLE,34.06043889,-87.38901667
10300,Alabama,JEFFERSON (73),BIRMINGHAM,33.605175,-86.70020833
10301,Alabama,LIMESTONE (83),NOT APPLICABLE,34.60838611,-86.84371111
10302,Alabama,RANDOLPH (111),WADLEY,33.11803056,-85.56031389
10303,Alabama,LIMESTONE (83),NOT APPLICABLE,34.65688889,-86.91291389
10304,Alabama,FAYETTE (57),NOT APPLICABLE,33.54025833,-87.82562778
10305,Alabama,ETOWAH (55),GADSDEN,33.96975833,-85.96790278
10306,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.63581944,-86.32450278
10307,Alabama,ST. CLAIR (115),MOODY,33.57188889,-86.48214167
10308,Alabama,CHAMBERS (17),NOT APPLICABLE,32.98525,-85.23080833
10309,Alabama,JEFFERSON (73),LEEDS,33.53168333,-86.53970278
10310,Alabama,SHELBY (117),ALABASTER,33.21538611,-86.84024722
10311,Alabama,DEKALB (49),NOT APPLICABLE,34.38096944,-85.65621389
10312,Alabama,LEE (81),AUBURN,32.62977222,-85.469075
10313,Alabama,CALHOUN (15),PIEDMONT,33.92231944,-85.61351111
10314,Alabama,DALLAS (47),NOT APPLICABLE,32.46538611,-86.89811111
10315,Alabama,CHILTON (21),CLANTON,32.81892222,-86.62836667
10316,Alabama,CULLMAN (43),NOT APPLICABLE,33.88675556,-86.98789444
10317,Alabama,MARION (93),NOT APPLICABLE,34.00915278,-87.83054722
10318,Alabama,JACKSON (71),SCOTTSBORO,34.67618056,-86.01547222
10319,Alabama,CALHOUN (15),NOT APPLICABLE,33.62434167,-85.71670833
10320,Alabama,JEFFERSON (73),TRUSSVILLE,33.622325,-86.63481667
10321,Alabama,MARSHALL (95),GUNTERSVILLE,34.35637778,-86.32590556
10322,Alabama,BALDWIN (3),NOT APPLICABLE,30.63349167,-87.63587778
10323,Alabama,MORGAN (103),NOT APPLICABLE,34.47390833,-87.10341111
10324,Alabama,HOUSTON (69),DOTHAN,31.28379167,-85.46430278
10325,Alabama,DALLAS (47),NOT APPLICABLE,32.30830556,-86.83450833
10326,Alabama,BLOUNT (9),HAYDEN,33.85666389,-86.83619167
10327,Alabama,RUSSELL (113),PHENIX CITY,32.44798333,-85.01705556
10328,Alabama,CHILTON (21),CLANTON,32.82958611,-86.62626111
10329,Alabama,BUTLER (13),GREENVILLE,31.80210556,-86.64235
10330,Alabama,BALDWIN (3),FOLEY,30.3871,-87.64785833
10331,Alabama,WALKER (127),PARRISH,33.74582778,-87.27025
10332,Alabama,CHOCTAW (23),BUTLER,32.09702778,-88.16660556
10333,Alabama,JEFFERSON (73),BIRMINGHAM,33.53163056,-86.82455556
10334,Alabama,MOBILE (97),NOT APPLICABLE,30.78363889,-88.19556389
10335,Alabama,DALLAS (47),NOT APPLICABLE,32.58364167,-86.968475
10336,Alabama,MARENGO (91),NOT APPLICABLE,32.41952222,-87.597675
10337,Alabama,MOBILE (97),NOT APPLICABLE,30.49641944,-88.23393889
10338,Alabama,JEFFERSON (73),NOT APPLICABLE,33.79280833,-86.93529722
10339,Alabama,CULLMAN (43),NOT APPLICABLE,34.17838333,-86.65591667
10340,Alabama,MOBILE (97),NOT APPLICABLE,30.63759167,-88.37089167
10341,Alabama,SHELBY (117),NOT APPLICABLE,33.25132778,-86.79944444
10342,Alabama,MOBILE (97),MOBILE,30.71244444,-88.13032778
10343,Alabama,BULLOCK (11),UNION SPRINGS,32.15243889,-85.70287778
10344,Alabama,DALLAS (47),NOT APPLICABLE,32.24255556,-87.40757222
10345,Alabama,CULLMAN (43),CULLMAN,34.16788889,-86.847975
10346,Alabama,LEE (81),OPELIKA,32.67538056,-85.32661944
10347,Alabama,TALLADEGA (121),TALLADEGA,33.46353611,-86.09806667
10348,Alabama,CALHOUN (15),OXFORD,33.59405556,-85.90685556
10349,Alabama,MADISON (89),HUNTSVILLE,34.75335278,-86.62524167
10350,Alabama,ST. CLAIR (115),NOT APPLICABLE,33.59295278,-86.41820278
10351,Alabama,ETOWAH (55),GADSDEN,34.03546111,-85.96625278
10352,Alabama,MONTGOMERY (101),MONTGOMERY,32.35165556,-86.316575
10353,Alabama,TUSCALOOSA (125),NOT APPLICABLE,33.14801944,-87.62171111
10354,Alabama,JACKSON (71),SCOTTSBORO,34.59860556,-86.08084722
